ID,GENDER,AGE,DATE,ORDER,NR,EXPERIMENT,VA,EA,VB,EB,left,right,NV,NE,Type,Crossed_edges,LEFT_ANS,RIGHT_ANS,LEFT_CORRECT,RIGHT_CORRECT,CORRECT,LEFT_RT,RIGHT_RT,RT
,M,,2020-12-30 17:03,1,1,train,"[8, 7]","[(8, 7)]","[8, 7]","[(7, 8)]","[8, 7]","[7, 8]",2,1,,,7,8,True,True,True,1.1996174999512732,2.41751700011082,2.41751700011082
,M,,2020-12-30 17:03,2,2,train,"[8, 7]","[(7, 8)]","[3, 7]","[(3, 7)]","[7, 3]","[8, 7]",2,1,,,3,7,True,True,True,0.5153583001811057,1.3652101000770926,1.3652101000770926
