ID,GENDER,AGE,DATE,ORDER,NR,EXPERIMENT,VA,EA,VB,EB,left,right,NV,NE,Type,Crossed_edges,LEFT_ANS,RIGHT_ANS,LEFT_CORRECT,RIGHT_CORRECT,CORRECT,LEFT_RT,RIGHT_RT,RT
,M,,2020-12-30 17:04,1,1,train,"[6, 3]","[(6, 3)]","[8, 7]","[(7, 8)]","[6, 7]","[3, 8]",2,1,,,7,8,True,True,True,0.8955519001465291,1.9114432001952082,1.9114432001952082
,M,,2020-12-30 17:04,2,2,train,"[8, 7]","[(7, 8)]","[3, 7]","[(3, 7)]","[3, 7]","[7, 8]",2,1,,,7,8,True,True,True,0.6367893000133336,1.4361580000258982,1.4361580000258982
